id	category	user_question	search_round_questions	standard_answer	expected_paths	required_quote	allowed_search_terms	expected_match_ids	max_expansions	stop_condition	review_status	reviewer
Q100	multiple-expansions	请确认 Virtual Memory (MMU / TLB / PTW) — Design 文档既介绍主题本身，也覆盖后部的“9. Source proposals”部分。	"[""请查找与“Virtual Memory (MMU / TLB / PTW) — Design”直接相关的资料和原文依据。"",""请查找与“9. Source proposals”直接相关的资料和原文依据。""]"	该文档标题为“Virtual Memory (MMU / TLB / PTW) — Design”，后部还包含“9. Source proposals”部分。	docs/designs/virtual_memory_subsystem.md	Virtual Memory (MMU / TLB / PTW) — Design || 9. Source proposals	Virtual Memory (MMU / TLB / PTW) — Design | 9. Source proposals	V024	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q101	file-path-symbol	哪个文件定义了 `MyUnit`？	"[""哪个文件定义了 `MyUnit`？""]"	`MyUnit`定义在docs/simobject.md。	docs/simobject.md	class MyUnit : public SimObject<MyUnit> {	MyUnit	V080	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q102	chinese-natural-language	我想了解 Declarations，知识库里哪份资料说明了这个主题？	"[""我想了解 Declarations，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/coding_guidelines_cpp.md。	docs/coding_guidelines_cpp.md	## 4. Function Declarations and Definitions	Declarations	V061	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q103	late-file	请查找 `Comment` 在资料后部的具体说明。	"[""请查找 `Comment` 在资料后部的具体说明。""]"	相关说明位于docs/coding_guidelines_cpp.md后部。	docs/coding_guidelines_cpp.md	## 10. Comment Content & Intent	Comment	V061	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q104	multi-document	请分别查明 `spaces` 和 `Guidelines` 的资料位置与原文依据。	"[""请查找与“spaces”直接相关的资料和原文依据。"",""请查找与“Guidelines”直接相关的资料和原文依据。""]"	两项依据分别位于docs/coding_guidelines_cpp.md和docs/coding_guidelines_verilog.md。	docs/coding_guidelines_cpp.md | docs/coding_guidelines_verilog.md	- Use **2 spaces** per indent level. || # Verilog Coding Guidelines	spaces | Guidelines	V061,V062	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q105	similar-distractor	同名文件很多，请定位 `mpi_vecadd` 目录下 `README.md` 中关于 `mpi_vecadd` 的原文。	"[""同名文件很多，请定位 `mpi_vecadd` 目录下 `README.md` 中关于 `mpi_vecadd` 的原文。""]"	目标是tests/mpi/mpi_vecadd/README.md，不是其他同名文件。	tests/mpi/mpi_vecadd/README.md	"Apptainer> ./ci/blackbox.sh --cores=2 --app=mpi_vecadd --driver=simx --np=4 --args=""-n5000"""	mpi_vecadd;mpi_vecadd	V569	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q106	multiple-expansions	请确认 `spaces` 和 `Comment` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“spaces”直接相关的资料和原文依据。"",""请查找与“Comment”直接相关的资料和原文依据。""]"	两处依据均位于docs/coding_guidelines_cpp.md。	docs/coding_guidelines_cpp.md	- Use **2 spaces** per indent level. || ## 10. Comment Content & Intent	spaces | Comment	V061	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q107	file-path-symbol	哪个文件定义了 `VX_graphics`？	"[""哪个文件定义了 `VX_graphics`？""]"	`VX_graphics`定义在hw/rtl/VX_graphics.sv。	hw/rtl/VX_graphics.sv	module VX_graphics import VX_gpu_pkg::*; #(	VX_graphics	V090	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q108	chinese-natural-language	我想了解 Guidelines，知识库里哪份资料说明了这个主题？	"[""我想了解 Guidelines，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/coding_guidelines_verilog.md。	docs/coding_guidelines_verilog.md	# Verilog Coding Guidelines	Guidelines	V062	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q109	late-file	请查找 `VX_axi_if` 在资料后部的具体说明。	"[""请查找 `VX_axi_if` 在资料后部的具体说明。""]"	相关说明位于docs/coding_guidelines_verilog.md后部。	docs/coding_guidelines_verilog.md	VX_axi_if #(.ADDR_W(ADDR_W), .DATA_W(DATA_W)) axi_bus ();	VX_axi_if	V062	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q110	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_00_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_00_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_00_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q111	multi-document	请分别查明 `Configuration` 和 `Driver-Sliceable` 的资料位置与原文依据。	"[""请查找与“Configuration”直接相关的资料和原文依据。"",""请查找与“Driver-Sliceable”直接相关的资料和原文依据。""]"	两项依据分别位于docs/designs/build_configuration_system.md和docs/designs/continuous_integration.md。	docs/designs/build_configuration_system.md | docs/designs/continuous_integration.md	# Build Configuration System — Design || # Vortex Continuous Integration — Catalog-Driven, Driver-Sliceable Test Architecture	Configuration | Driver-Sliceable	V063,V064	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q112	similar-distractor	同名文件很多，请定位 `contributing` 目录下 `README.md` 中关于 `Contributing` 的原文。	"[""同名文件很多，请定位 `contributing` 目录下 `README.md` 中关于 `Contributing` 的原文。""]"	目标是doc/contributing/README.md，不是其他同名文件。	doc/contributing/README.md	# Contributing to OpenTitan	contributing;Contributing	O032	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q113	multiple-expansions	请确认 `Guidelines` 和 `VX_axi_if` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Guidelines”直接相关的资料和原文依据。"",""请查找与“VX_axi_if”直接相关的资料和原文依据。""]"	两处依据均位于docs/coding_guidelines_verilog.md。	docs/coding_guidelines_verilog.md	# Verilog Coding Guidelines || VX_axi_if #(.ADDR_W(ADDR_W), .DATA_W(DATA_W)) axi_bus ();	Guidelines | VX_axi_if	V062	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q114	file-path-symbol	哪个文件定义了 `VX_kmu`？	"[""哪个文件定义了 `VX_kmu`？""]"	`VX_kmu`定义在hw/rtl/VX_kmu.sv。	hw/rtl/VX_kmu.sv	module VX_kmu import VX_gpu_pkg::*; import VX_trace_pkg::*; #(	VX_kmu	V091	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q115	chinese-natural-language	我想了解 Configuration，知识库里哪份资料说明了这个主题？	"[""我想了解 Configuration，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/build_configuration_system.md。	docs/designs/build_configuration_system.md	# Build Configuration System — Design	Configuration	V063	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q116	late-file	请查找 `config_macro_namespace_proposal` 在资料后部的具体说明。	"[""请查找 `config_macro_namespace_proposal` 在资料后部的具体说明。""]"	相关说明位于docs/designs/build_configuration_system.md后部。	docs/designs/build_configuration_system.md	and `config_macro_namespace_proposal.md` (now removed from	config_macro_namespace_proposal	V063	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q117	multi-document	请分别查明 `Design` 和 `chipStar` 的资料位置与原文依据。	"[""请查找与“Design”直接相关的资料和原文依据。"",""请查找与“chipStar”直接相关的资料和原文依据。""]"	两项依据分别位于docs/designs/fpga_afu_shell.md和docs/designs/hip_on_vortex_chipstar.md。	docs/designs/fpga_afu_shell.md | docs/designs/hip_on_vortex_chipstar.md	# AFU Shell (XRT / OPAE) — Design || # HIP on Vortex (via chipStar) — Design	Design | chipStar	V065,V066	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q118	similar-distractor	同名文件很多，请定位 `getting_started` 目录下 `README.md` 中关于 `OpenTitan` 的原文。	"[""同名文件很多，请定位 `getting_started` 目录下 `README.md` 中关于 `OpenTitan` 的原文。""]"	目标是doc/getting_started/README.md，不是其他同名文件。	doc/getting_started/README.md	This guide will help you get OpenTitan up and running.	getting_started;OpenTitan	O037	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q119	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_01_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_01_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_01_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q120	multiple-expansions	请确认 `Configuration` 和 `config_macro_namespace_proposal` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Configuration”直接相关的资料和原文依据。"",""请查找与“config_macro_namespace_proposal”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/build_configuration_system.md。	docs/designs/build_configuration_system.md	# Build Configuration System — Design || and `config_macro_namespace_proposal.md` (now removed from	Configuration | config_macro_namespace_proposal	V063	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q121	file-path-symbol	哪个文件定义了 `VX_amo_alu`？	"[""哪个文件定义了 `VX_amo_alu`？""]"	`VX_amo_alu`定义在hw/rtl/cache/VX_amo_alu.sv。	hw/rtl/cache/VX_amo_alu.sv	module VX_amo_alu import VX_gpu_pkg::*; #(	VX_amo_alu	V095	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q122	chinese-natural-language	我想了解 Driver-Sliceable，知识库里哪份资料说明了这个主题？	"[""我想了解 Driver-Sliceable，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/continuous_integration.md。	docs/designs/continuous_integration.md	# Vortex Continuous Integration — Catalog-Driven, Driver-Sliceable Test Architecture	Driver-Sliceable	V064	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q123	late-file	请查找 `comments` 在资料后部的具体说明。	"[""请查找 `comments` 在资料后部的具体说明。""]"	相关说明位于docs/designs/continuous_integration.md后部。	docs/designs/continuous_integration.md	awkward for record arrays, JSON loses comments.	comments	V064	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q124	multi-document	请分别查明 `Ray-Tracing` 和 `Cycle-Approximate` 的资料位置与原文依据。	"[""请查找与“Ray-Tracing”直接相关的资料和原文依据。"",""请查找与“Cycle-Approximate”直接相关的资料和原文依据。""]"	两项依据分别位于docs/designs/ray_tracing_unit.md和docs/designs/simx_simulator_architecture.md。	docs/designs/ray_tracing_unit.md | docs/designs/simx_simulator_architecture.md	# PRISM Ray-Tracing Unit (RTU) — Design || # SimX — Cycle-Approximate Simulator — Design	Ray-Tracing | Cycle-Approximate	V067,V068	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q125	similar-distractor	同名文件很多，请定位 `project_governance` 目录下 `README.md` 中关于 `collaborative` 的原文。	"[""同名文件很多，请定位 `project_governance` 目录下 `README.md` 中关于 `collaborative` 的原文。""]"	目标是doc/project_governance/README.md，不是其他同名文件。	doc/project_governance/README.md	OpenTitan is a collaborative hardware and software development program with contributors from many organizations.	project_governance;collaborative	O049	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q126	multiple-expansions	请确认 `Driver-Sliceable` 和 `comments` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Driver-Sliceable”直接相关的资料和原文依据。"",""请查找与“comments”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/continuous_integration.md。	docs/designs/continuous_integration.md	# Vortex Continuous Integration — Catalog-Driven, Driver-Sliceable Test Architecture || awkward for record arrays, JSON loses comments.	Driver-Sliceable | comments	V064	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q127	file-path-symbol	哪个文件定义了 `VX_amo_unit`？	"[""哪个文件定义了 `VX_amo_unit`？""]"	`VX_amo_unit`定义在hw/rtl/cache/VX_amo_unit.sv。	hw/rtl/cache/VX_amo_unit.sv	module VX_amo_unit import VX_gpu_pkg::*; #(	VX_amo_unit	V096	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q128	chinese-natural-language	我想了解 Design，知识库里哪份资料说明了这个主题？	"[""我想了解 Design，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/fpga_afu_shell.md。	docs/designs/fpga_afu_shell.md	# AFU Shell (XRT / OPAE) — Design	Design	V065	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q129	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_02_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_02_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_02_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q130	late-file	请查找 `command_processor` 在资料后部的具体说明。	"[""请查找 `command_processor` 在资料后部的具体说明。""]"	相关说明位于docs/designs/fpga_afu_shell.md后部。	docs/designs/fpga_afu_shell.md	references are in [`command_processor.md`](command_processor.md).	command_processor	V065	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q131	multi-document	请分别查明 `Tensor` 和 `simulator` 的资料位置与原文依据。	"[""请查找与“Tensor”直接相关的资料和原文依据。"",""请查找与“simulator”直接相关的资料和原文依据。""]"	两项依据分别位于docs/designs/tensor_core_wgmma_engine.md和docs/designs/vortex_gem5_integration.md。	docs/designs/tensor_core_wgmma_engine.md | docs/designs/vortex_gem5_integration.md	# Tensor Core Unit (TCU / WGMMA) — Design || Vortex runs inside the [gem5](https://www.gem5.org/) simulator as a	Tensor | simulator	V069,V070	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q132	similar-distractor	同名文件很多，请定位 `security` 目录下 `README.md` 中关于 `vendor-agnostic` 的原文。	"[""同名文件很多，请定位 `security` 目录下 `README.md` 中关于 `vendor-agnostic` 的原文。""]"	目标是doc/security/README.md，不是其他同名文件。	doc/security/README.md	OpenTitan's mission is to create a trustworthy, vendor-agnostic open source	security;vendor-agnostic	O065	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q133	multiple-expansions	请确认 `Design` 和 `command_processor` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Design”直接相关的资料和原文依据。"",""请查找与“command_processor”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/fpga_afu_shell.md。	docs/designs/fpga_afu_shell.md	# AFU Shell (XRT / OPAE) — Design || references are in [`command_processor.md`](command_processor.md).	Design | command_processor	V065	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q134	file-path-symbol	哪个文件定义了 `VX_cache_bank`？	"[""哪个文件定义了 `VX_cache_bank`？""]"	`VX_cache_bank`定义在hw/rtl/cache/VX_cache_bank.sv。	hw/rtl/cache/VX_cache_bank.sv	module VX_cache_bank import VX_gpu_pkg::*; #(	VX_cache_bank	V097	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q135	chinese-natural-language	我想了解 chipStar，知识库里哪份资料说明了这个主题？	"[""我想了解 chipStar，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/hip_on_vortex_chipstar.md。	docs/designs/hip_on_vortex_chipstar.md	# HIP on Vortex (via chipStar) — Design	chipStar	V066	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q136	late-file	请查找 `described` 在资料后部的具体说明。	"[""请查找 `described` 在资料后部的具体说明。""]"	相关说明位于docs/designs/hip_on_vortex_chipstar.md后部。	docs/designs/hip_on_vortex_chipstar.md	described by the retained PoCL proposals.	described	V066	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q137	multi-document	请分别查明 `rendering-pipeline` 和 `System` 的资料位置与原文依据。	"[""请查找与“rendering-pipeline”直接相关的资料和原文依据。"",""请查找与“System”直接相关的资料和原文依据。""]"	两项依据分别位于docs/designs/vortexpipe_architecture.md和docs/environment_setup.md。	docs/designs/vortexpipe_architecture.md | docs/environment_setup.md	# vortexpipe — software, compiler, and rendering-pipeline architecture || ## Set Up on Your Own System	rendering-pipeline | System	V071,V072	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q138	similar-distractor	同名文件很多，请定位 `bitstream` 目录下 `README.md` 中关于 `infrastructure` 的原文。	"[""同名文件很多，请定位 `bitstream` 目录下 `README.md` 中关于 `infrastructure` 的原文。""]"	目标是hw/bitstream/README.md，不是其他同名文件。	hw/bitstream/README.md	"The build infrastructure allows you to build a ""base"" bitstream for FPGA targets."	bitstream;infrastructure	O067	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q139	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_03_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_03_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_03_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q140	multiple-expansions	请确认 `chipStar` 和 `described` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“chipStar”直接相关的资料和原文依据。"",""请查找与“described”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/hip_on_vortex_chipstar.md。	docs/designs/hip_on_vortex_chipstar.md	# HIP on Vortex (via chipStar) — Design || described by the retained PoCL proposals.	chipStar | described	V066	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q141	file-path-symbol	哪个文件定义了 `VX_cache_bypass`？	"[""哪个文件定义了 `VX_cache_bypass`？""]"	`VX_cache_bypass`定义在hw/rtl/cache/VX_cache_bypass.sv。	hw/rtl/cache/VX_cache_bypass.sv	module VX_cache_bypass import VX_gpu_pkg::*; #(	VX_cache_bypass	V098	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q142	chinese-natural-language	我想了解 Ray-Tracing，知识库里哪份资料说明了这个主题？	"[""我想了解 Ray-Tracing，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/ray_tracing_unit.md。	docs/designs/ray_tracing_unit.md	# PRISM Ray-Tracing Unit (RTU) — Design	Ray-Tracing	V067	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q143	late-file	请查找 `short-stack` 在资料后部的具体说明。	"[""请查找 `short-stack` 在资料后部的具体说明。""]"	相关说明位于docs/designs/ray_tracing_unit.md后部。	docs/designs/ray_tracing_unit.md	short-stack + context pool.	short-stack	V067	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q144	multi-document	请分别查明 `Configuration` 和 `Reference` 的资料位置与原文依据。	"[""请查找与“Configuration”直接相关的资料和原文依据。"",""请查找与“Reference”直接相关的资料和原文依据。""]"	两项依据分别位于docs/fpga_setup.md和docs/hardware_library.md。	docs/fpga_setup.md | docs/hardware_library.md	# FPGA Startup and Configuration Guide || # Vortex Hardware IP Library Reference	Configuration | Reference	V073,V074	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q145	similar-distractor	同名文件很多，请定位 `verilator` 目录下 `README.md` 中关于 `Verilator` 的原文。	"[""同名文件很多，请定位 `verilator` 目录下 `README.md` 中关于 `Verilator` 的原文。""]"	目标是hw/dv/verilator/README.md，不是其他同名文件。	hw/dv/verilator/README.md	# Verilator memory loading support	verilator;Verilator	O080	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q146	multiple-expansions	请确认 `Ray-Tracing` 和 `short-stack` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Ray-Tracing”直接相关的资料和原文依据。"",""请查找与“short-stack”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/ray_tracing_unit.md。	docs/designs/ray_tracing_unit.md	# PRISM Ray-Tracing Unit (RTU) — Design || short-stack + context pool.	Ray-Tracing | short-stack	V067	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q147	file-path-symbol	哪个文件定义了 `VX_cache_cluster`？	"[""哪个文件定义了 `VX_cache_cluster`？""]"	`VX_cache_cluster`定义在hw/rtl/cache/VX_cache_cluster.sv。	hw/rtl/cache/VX_cache_cluster.sv	module VX_cache_cluster import VX_gpu_pkg::*; #(	VX_cache_cluster	V099	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q148	chinese-natural-language	我想了解 Cycle-Approximate，知识库里哪份资料说明了这个主题？	"[""我想了解 Cycle-Approximate，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/simx_simulator_architecture.md。	docs/designs/simx_simulator_architecture.md	# SimX — Cycle-Approximate Simulator — Design	Cycle-Approximate	V068	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q149	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_04_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_04_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_04_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q150	late-file	请查找 `framework` 在资料后部的具体说明。	"[""请查找 `framework` 在资料后部的具体说明。""]"	相关说明位于docs/designs/simx_simulator_architecture.md后部。	docs/designs/simx_simulator_architecture.md	framework reference is [`docs/simobject.md`](../simobject.md).	framework	V068	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q151	multi-document	请分别查明 `environment_setup` 和 `Environment` 的资料位置与原文依据。	"[""请查找与“environment_setup”直接相关的资料和原文依据。"",""请查找与“Environment”直接相关的资料和原文依据。""]"	两项依据分别位于docs/index.md和docs/install_vortex.md。	docs/index.md | docs/install_vortex.md	- [Environment Setup](environment_setup.md): system prerequisites and toolchain setup || # Installing and Setting Up the Vortex Environment	environment_setup | Environment	V075,V076	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q152	similar-distractor	同名文件很多，请定位 `formal` 目录下 `README.md` 中关于 `Assertions` 的原文。	"[""同名文件很多，请定位 `formal` 目录下 `README.md` 中关于 `Assertions` 的原文。""]"	目标是hw/formal/README.md，不是其他同名文件。	hw/formal/README.md	Assertions are statements about your design that are expected to be always true.	formal;Assertions	O085	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q153	multiple-expansions	请确认 `Cycle-Approximate` 和 `framework` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Cycle-Approximate”直接相关的资料和原文依据。"",""请查找与“framework”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/simx_simulator_architecture.md。	docs/designs/simx_simulator_architecture.md	# SimX — Cycle-Approximate Simulator — Design || framework reference is [`docs/simobject.md`](../simobject.md).	Cycle-Approximate | framework	V068	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q154	file-path-symbol	哪个文件定义了 `VX_cache_data`？	"[""哪个文件定义了 `VX_cache_data`？""]"	`VX_cache_data`定义在hw/rtl/cache/VX_cache_data.sv。	hw/rtl/cache/VX_cache_data.sv	module VX_cache_data import VX_gpu_pkg::*; #(	VX_cache_data	V100	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q155	chinese-natural-language	我想了解 Tensor，知识库里哪份资料说明了这个主题？	"[""我想了解 Tensor，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/tensor_core_wgmma_engine.md。	docs/designs/tensor_core_wgmma_engine.md	# Tensor Core Unit (TCU / WGMMA) — Design	Tensor	V069	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q156	late-file	请查找 `dxa_async_copy_multicast` 在资料后部的具体说明。	"[""请查找 `dxa_async_copy_multicast` 在资料后部的具体说明。""]"	相关说明位于docs/designs/tensor_core_wgmma_engine.md后部。	docs/designs/tensor_core_wgmma_engine.md	described in the DXA design (`dxa_async_copy_multicast.md`).	dxa_async_copy_multicast	V069	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q157	multi-document	请分别查明 `Vortex` 和 `Performance` 的资料位置与原文依据。	"[""请查找与“Vortex”直接相关的资料和原文依据。"",""请查找与“Performance”直接相关的资料和原文依据。""]"	两项依据分别位于docs/kernel_debugging.md和docs/perfetto_analysis.md。	docs/kernel_debugging.md | docs/perfetto_analysis.md	# Vortex Debug Mode with GDB || # Vortex Perfetto Trace: Performance Analysis Guide	Vortex | Performance	V077,V078	3	两份来源的必要原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q158	similar-distractor	同名文件很多，请定位 `adc_ctrl` 目录下 `README.md` 中关于 `Converter` 的原文。	"[""同名文件很多，请定位 `adc_ctrl` 目录下 `README.md` 中关于 `Converter` 的原文。""]"	目标是hw/ip/adc_ctrl/README.md，不是其他同名文件。	hw/ip/adc_ctrl/README.md	# Analog to Digital Converter Control Interface	adc_ctrl;Converter	O087	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q159	no-answer	知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_05_20260819`？	"[""知识库是否定义了 `KM_ABSENT_GPU_PROTOCOL_05_20260819`？""]"	固定语料中没有该内容，应明确说明依据不足。		NONE	KM_ABSENT_GPU_PROTOCOL_05_20260819		1	所有检索轮次均无证据后停止	SOURCE_VERIFIED	Codex/source-check
Q160	multiple-expansions	请确认 `Tensor` 和 `dxa_async_copy_multicast` 是否在同一份资料的不同位置出现，并给出两处依据。	"[""请查找与“Tensor”直接相关的资料和原文依据。"",""请查找与“dxa_async_copy_multicast”直接相关的资料和原文依据。""]"	两处依据均位于docs/designs/tensor_core_wgmma_engine.md。	docs/designs/tensor_core_wgmma_engine.md	# Tensor Core Unit (TCU / WGMMA) — Design || described in the DXA design (`dxa_async_copy_multicast.md`).	Tensor | dxa_async_copy_multicast	V069	2	两处远距离原文均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q161	file-path-symbol	哪个文件定义了 `VX_cache_init`？	"[""哪个文件定义了 `VX_cache_init`？""]"	`VX_cache_init`定义在hw/rtl/cache/VX_cache_init.sv。	hw/rtl/cache/VX_cache_init.sv	module VX_cache_init import VX_gpu_pkg::*; #(	VX_cache_init	V102	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q162	chinese-natural-language	我想了解 Architecture，知识库里哪份资料说明了这个主题？	"[""我想了解 Architecture，知识库里哪份资料说明了这个主题？""]"	相关说明位于docs/designs/vortex_gem5_integration.md。	docs/designs/vortex_gem5_integration.md	## Architecture in one paragraph	Architecture	V070	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
Q163	late-file	请查找 `gem5_v2_cp_migration_proposal` 在资料后部的具体说明。	"[""请查找 `gem5_v2_cp_migration_proposal` 在资料后部的具体说明。""]"	相关说明位于docs/designs/vortex_gem5_integration.md后部。	docs/designs/vortex_gem5_integration.md	`gem5_v2_cp_migration_proposal.md`. The CP architecture is in	gem5_v2_cp_migration_proposal	V070	1	取得所需原文和来源即可停止	SOURCE_VERIFIED	Codex/source-check
